"ID","Name","RA","DEC","Obj. Type","Redshift","Host Name","Host Redshift","Reporting Group/s","Discovery Data Source/s","Classifying Group/s","Associated Group/s","Disc. Internal Name","Disc. Instrument/s","Class. Instrument/s","TNS AT","Public","End Prop. Period","Discovery Mag/Flux","Discovery Filter","Discovery Date (UT)","Sender","Remarks","Discovery Bibcode","Classification Bibcodes","Ext. catalog/s"
"21656","AT 2017fuc","21:29:35.767","-11:25:58.82","","","","","Pan-STARRS","Pan-STARRS","","Pan-STARRS","PS17dyd","PS1 - GPC1","","1","1","","21.23","w-P1","2017-07-26 11:05:16.000","PS1_Bot1","","2017TNSTR.816....1C","",""
"21655","AT 2017fub","20:35:48.926","-18:28:52.04","","","","","Pan-STARRS","Pan-STARRS","","Pan-STARRS","PS17dya","PS1 - GPC1","","1","1","","18.66","w-P1","2017-07-26 09:53:16.000","PS1_Bot1","","2017TNSTR.816....1C","",""
"21654","AT 2017fua","20:37:38.512","-18:45:17.02","","","","","Pan-STARRS","Pan-STARRS","","Pan-STARRS","PS17dyb","PS1 - GPC1","","1","1","","20.02","w-P1","2017-07-26 09:53:16.000","PS1_Bot1","","2017TNSTR.816....1C","",""
"21653","AT 2017ftz","23:53:04.734","-11:04:57.36","","","","","Pan-STARRS","Pan-STARRS","","Pan-STARRS","PS17dxy","PS1 - GPC1","","1","1","","22.26","w-P1","2017-07-25 13:22:04.000","PS1_Bot1","","2017TNSTR.816....1C","",""
"21652","AT 2017fty","20:23:28.504","-24:28:45.01","","","","","Pan-STARRS","Pan-STARRS","","Pan-STARRS","PS17dxz","PS1 - GPC1","","1","1","","20.54","w-P1","2017-07-26 09:56:09.000","PS1_Bot1","","2017TNSTR.816....1C","",""
"21651","AT 2017ftx","23:20:40.988","-08:05:29.91","","","","","Pan-STARRS","Pan-STARRS","","Pan-STARRS","PS17dxw","PS1 - GPC1","","1","1","","22.08","w-P1","2017-07-25 13:26:24.000","PS1_Bot1","","2017TNSTR.816....1C","",""
"21650","AT 2017ftw","23:32:41.770","-12:21:26.67","","","","","Pan-STARRS","Pan-STARRS","","Pan-STARRS","PS17dxx","PS1 - GPC1","","1","1","","20.41","w-P1","2017-07-25 13:33:35.000","PS1_Bot1","","2017TNSTR.816....1C","",""
"21649","AT 2017ftv","23:19:20.259","-12:12:18.83","","","","","Pan-STARRS","Pan-STARRS","","Pan-STARRS","PS17dxu","PS1 - GPC1","","1","1","","21.81","w-P1","2017-07-25 13:30:43.000","PS1_Bot1","","2017TNSTR.816....1C","",""
"21648","AT 2017ftu","23:19:44.646","-10:11:22.75","","","","","Pan-STARRS","Pan-STARRS","","Pan-STARRS","PS17dxv","PS1 - GPC1","","1","1","","21.14","w-P1","2017-07-25 13:26:24.000","PS1_Bot1","","2017TNSTR.816....1C","",""
"21647","AT 2017ftt","23:17:10.525","-09:16:44.41","","","","","Pan-STARRS","Pan-STARRS","","Pan-STARRS","PS17dxs","PS1 - GPC1","","1","1","","20.43","w-P1","2017-07-25 13:26:24.000","PS1_Bot1","","2017TNSTR.816....1C","",""
"21646","AT 2017fts","23:18:04.478","-15:24:32.89","","","","","Pan-STARRS","Pan-STARRS","","Pan-STARRS","PS17dxt","PS1 - GPC1","","1","1","","20.48","w-P1","2017-07-25 13:32:09.000","PS1_Bot1","","2017TNSTR.816....1C","",""
"21645","AT 2017ftr","23:00:38.050","-16:24:31.46","","","","","Pan-STARRS","Pan-STARRS","","Pan-STARRS","PS17dxq","PS1 - GPC1","","1","1","","20.44","w-P1","2017-07-25 13:29:16.000","PS1_Bot1","","2017TNSTR.816....1C","",""
"21644","AT 2017ftq","23:04:40.275","-14:33:48.12","","","","","Pan-STARRS","Pan-STARRS","","Pan-STARRS","PS17dxr","PS1 - GPC1","","1","1","","21.71","w-P1","2017-07-25 13:29:16.000","PS1_Bot1","","2017TNSTR.816....1C","",""
"21643","AT 2017ftp","22:56:49.908","-05:21:23.78","","","","","Pan-STARRS","Pan-STARRS","","Pan-STARRS","PS17dxo","PS1 - GPC1","","1","1","","20.43","w-P1","2017-07-25 12:30:14.000","PS1_Bot1","","2017TNSTR.816....1C","",""
"21642","AT 2017fto","22:57:51.125","-02:15:20.84","","","","","Pan-STARRS","Pan-STARRS","","Pan-STARRS","PS17dxp","PS1 - GPC1","","1","1","","20.84","w-P1","2017-07-25 12:28:48.000","PS1_Bot1","","2017TNSTR.816....1C","",""
"21641","AT 2017ftn","22:39:12.681","-07:19:02.88","","","","","Pan-STARRS","Pan-STARRS","","Pan-STARRS","PS17dxm","PS1 - GPC1","","1","1","","20.83","w-P1","2017-07-25 12:33:07.000","PS1_Bot1","","2017TNSTR.816....1C","",""
"21640","AT 2017ftm","22:54:14.595","-00:37:12.55","","","","","Pan-STARRS","Pan-STARRS","","Pan-STARRS","PS17dxn","PS1 - GPC1","","1","1","","21.31","w-P1","2017-07-25 12:28:48.000","PS1_Bot1","","2017TNSTR.816....1C","",""
"21639","AT 2017ftl","21:15:21.145","-18:14:49.99","","","","","Pan-STARRS","Pan-STARRS","","Pan-STARRS","PS17dxl","PS1 - GPC1","","1","1","","20.7","w-P1","2017-07-25 11:08:09.000","PS1_Bot1","","2017TNSTR.816....1C","",""
"21638","AT 2017ftk","23:19:31.359","+06:03:39.78","","","","","Pan-STARRS","Pan-STARRS","","Pan-STARRS","PS17dyn","PS1 - GPC1","","1","1","","19.28","w-P1","2017-07-27 12:10:04.000","PS1_Bot1","","2017TNSTR.816....1C","",""
"21637","AT 2017ftj","22:59:39.196","+03:24:36.61","","","","","Pan-STARRS","Pan-STARRS","","Pan-STARRS","PS17dym","PS1 - GPC1","","1","1","","22.18","w-P1","2017-07-26 12:14:24.000","PS1_Bot1","","2017TNSTR.816....1C","",""
"21636","AT 2017fti","21:53:40.614","-12:23:12.32","","","","","Pan-STARRS","Pan-STARRS","","Pan-STARRS","PS17dyh","PS1 - GPC1","","1","1","","19.82","w-P1","2017-07-26 11:08:09.000","PS1_Bot1","","2017TNSTR.816....1C","",""
"21635","AT 2017fth","21:42:18.658","-11:10:07.29","","","","","Pan-STARRS","Pan-STARRS","","Pan-STARRS","PS17dyg","PS1 - GPC1","","1","1","","20.41","w-P1","2017-07-26 11:11:02.000","PS1_Bot1","","2017TNSTR.816....1C","",""
"21634","AT 2017ftg","21:35:49.755","-10:17:52.32","","","","","Pan-STARRS","Pan-STARRS","","Pan-STARRS","PS17dyf","PS1 - GPC1","","1","1","","21.34","w-P1","2017-07-26 11:05:16.000","PS1_Bot1","","2017TNSTR.816....1C","",""
"21633","AT 2017ftf","21:31:15.436","-13:17:32.20","","","","","Pan-STARRS","Pan-STARRS","","Pan-STARRS","PS17dye","PS1 - GPC1","","1","1","","20.14","w-P1","2017-07-26 11:05:16.000","PS1_Bot1","","2017TNSTR.816....1C","",""
"21632","AT 2017fte","22:47:51.969","+00:51:11.19","","","","","Pan-STARRS","Pan-STARRS","","Pan-STARRS","PS17dyl","PS1 - GPC1","","1","1","","21.47","w-P1","2017-07-26 12:17:16.000","PS1_Bot1","","2017TNSTR.816....1C","",""
"21631","AT 2017ftd","22:08:53.782","+04:08:30.15","","","","","Pan-STARRS","Pan-STARRS","","Pan-STARRS","PS17dyk","PS1 - GPC1","","1","1","","21.91","w-P1","2017-07-26 12:01:26.000","PS1_Bot1","","2017TNSTR.816....1C","",""
"21630","AT 2017ftc","22:02:35.596","+01:52:25.65","","","","","Pan-STARRS","Pan-STARRS","","Pan-STARRS","PS17dyj","PS1 - GPC1","","1","1","","21.96","w-P1","2017-07-26 12:05:45.000","PS1_Bot1","","2017TNSTR.816....1C","",""
"21629","AT 2017ftb","21:57:36.631","-09:49:50.06","","","","","Pan-STARRS","Pan-STARRS","","Pan-STARRS","PS17dyi","PS1 - GPC1","","1","1","","21.49","w-P1","2017-07-26 11:09:36.000","PS1_Bot1","","2017TNSTR.816....1C","",""
"21628","AT 2017fta","23:20:31.872","+00:48:01.25","","","","","Pan-STARRS","Pan-STARRS","","Pan-STARRS","PS17dxa","PS1 - GPC1","","1","1","","20.13","w-P1","2017-07-27 12:04:19.000","PS1_Bot1","","2017TNSTR.816....1C","",""
"21627","AT 2017fsz","23:17:20.395","+05:39:45.72","","","","","Pan-STARRS","Pan-STARRS","","Pan-STARRS","PS17dwy","PS1 - GPC1","","1","1","","19.79","w-P1","2017-07-27 12:10:04.000","PS1_Bot1","","2017TNSTR.816....1C","",""
"21626","AT 2017fsy","23:17:20.924","+02:53:09.67","","","","","Pan-STARRS","Pan-STARRS","","Pan-STARRS","PS17dwz","PS1 - GPC1","","1","1","","19.31","w-P1","2017-07-27 12:04:19.000","PS1_Bot1","","2017TNSTR.816....1C","",""
"21625","AT 2017fsx","21:51:54.368","-03:53:55.32","","","","","Pan-STARRS","Pan-STARRS","","Pan-STARRS","PS17dww","PS1 - GPC1","","1","1","","20.66","w-P1","2017-07-27 10:59:31.000","PS1_Bot1","","2017TNSTR.816....1C","",""
"21624","AT 2017fsw","21:57:04.569","-06:33:56.80","","","","","Pan-STARRS","Pan-STARRS","","Pan-STARRS","PS17dwx","PS1 - GPC1","","1","1","","21.5","w-P1","2017-07-27 11:15:21.000","PS1_Bot1","","2017TNSTR.816....1C","",""
"21623","AT 2017fsv","21:47:26.418","-05:58:00.89","","","","","Pan-STARRS","Pan-STARRS","","Pan-STARRS","PS17dwu","PS1 - GPC1","","1","1","","20.76","w-P1","2017-07-27 10:56:38.000","PS1_Bot1","","2017TNSTR.816....1C","",""
"21622","AT 2017fsu","21:50:34.373","-06:47:16.45","","","","","Pan-STARRS","Pan-STARRS","","Pan-STARRS","PS17dwv","PS1 - GPC1","","1","1","","21.05","w-P1","2017-07-27 10:56:38.000","PS1_Bot1","","2017TNSTR.816....1C","",""
"21621","AT 2017fst","21:35:15.362","-06:05:33.15","","","","","Pan-STARRS","Pan-STARRS","","Pan-STARRS","PS17dws","PS1 - GPC1","","1","1","","20.11","w-P1","2017-07-27 10:56:38.000","PS1_Bot1","","2017TNSTR.816....1C","",""
"21620","AT 2017fss","21:43:44.845","-07:35:59.71","","","","","Pan-STARRS","Pan-STARRS","","Pan-STARRS","PS17dwt","PS1 - GPC1","","1","1","","20.17","w-P1","2017-07-27 10:56:38.000","PS1_Bot1","","2017TNSTR.816....1C","",""
"21619","AT 2017fsr","21:27:17.683","-05:36:46.02","","","","","Pan-STARRS","Pan-STARRS","","Pan-STARRS","PS17dwq","PS1 - GPC1","","1","1","","21.51","w-P1","2017-07-27 10:53:45.000","PS1_Bot1","","2017TNSTR.816....1C","",""
"21618","AT 2017fsq","21:32:17.192","-06:16:23.32","","","","","Pan-STARRS","Pan-STARRS","","Pan-STARRS","PS17dwr","PS1 - GPC1","","1","1","","21.34","w-P1","2017-07-27 10:53:45.000","PS1_Bot1","","2017TNSTR.816....1C","",""
"21617","AT 2017fsp","21:26:23.266","-06:08:41.36","","","","","Pan-STARRS","Pan-STARRS","","Pan-STARRS","PS17dwo","PS1 - GPC1","","1","1","","19.51","w-P1","2017-07-27 10:53:45.000","PS1_Bot1","","2017TNSTR.816....1C","",""
"21616","AT 2017fso","21:26:36.908","-06:39:08.85","","","","","Pan-STARRS","Pan-STARRS","","Pan-STARRS","PS17dwp","PS1 - GPC1","","1","1","","19.64","w-P1","2017-07-27 10:53:45.000","PS1_Bot1","","2017TNSTR.816....1C","",""
"21615","AT 2017fsn","00:31:53.938","-06:54:36.07","","","","","Pan-STARRS","Pan-STARRS","","Pan-STARRS","PS17dwm","PS1 - GPC1","","1","1","","20.89","w-P1","2017-07-27 13:19:12.000","PS1_Bot1","","2017TNSTR.816....1C","",""
"21614","AT 2017fsm","21:25:32.344","-04:23:05.59","","","","","Pan-STARRS","Pan-STARRS","","Pan-STARRS","PS17dwn","PS1 - GPC1","","1","1","","19.44","w-P1","2017-07-27 10:53:45.000","PS1_Bot1","","2017TNSTR.816....1C","",""
"21613","AT 2017fsl","00:05:44.822","-09:19:41.75","","","","","Pan-STARRS","Pan-STARRS","","Pan-STARRS","PS17dwk","PS1 - GPC1","","1","1","","20.75","w-P1","2017-07-27 13:13:26.000","PS1_Bot1","","2017TNSTR.816....1C","",""
"21612","AT 2017fsk","00:06:50.585","+04:15:40.50","","","","","Pan-STARRS","Pan-STARRS","","Pan-STARRS","PS17dwl","PS1 - GPC1","","1","1","","19.67","w-P1","2017-07-27 12:18:43.000","PS1_Bot1","","2017TNSTR.816....1C","",""
"21611","AT 2017fsj","00:00:07.287","+00:51:30.03","","","","","Pan-STARRS","Pan-STARRS","","Pan-STARRS","PS17dwi","PS1 - GPC1","","1","1","","19.84","w-P1","2017-07-27 12:00:00.000","PS1_Bot1","","2017TNSTR.816....1C","",""
"21610","AT 2017fsi","00:03:49.194","+02:03:19.00","","","","","Pan-STARRS","Pan-STARRS","","Pan-STARRS","PS17dwj","PS1 - GPC1","","1","1","","21.15","w-P1","2017-07-27 12:00:00.000","PS1_Bot1","","2017TNSTR.816....1C","",""
"21609","AT 2017fsh","23:59:02.672","+02:10:12.08","","","","","Pan-STARRS","Pan-STARRS","","Pan-STARRS","PS17dxj","PS1 - GPC1","","1","1","","19.96","w-P1","2017-07-27 12:00:00.000","PS1_Bot1","","2017TNSTR.816....1C","",""
"21608","AT 2017fsg","23:56:34.236","+04:58:14.70","","","","","Pan-STARRS","Pan-STARRS","","Pan-STARRS","PS17dxi","PS1 - GPC1","","1","1","","19.94","w-P1","2017-07-27 12:15:50.000","PS1_Bot1","","2017TNSTR.816....1C","",""
"21607","AT 2017fsf","23:37:12.198","+02:41:58.89","","","","","Pan-STARRS","Pan-STARRS","","Pan-STARRS","PS17dwh","PS1 - GPC1","","1","1","","21.53","w-P1","2017-07-27 12:02:52.000","PS1_Bot1","","2017TNSTR.816....1C","",""
"21606","AT 2017fse","23:34:06.517","+01:08:23.95","","","","","Pan-STARRS","Pan-STARRS","","Pan-STARRS","PS17dxd","PS1 - GPC1","","1","1","","20.4","w-P1","2017-07-27 12:04:19.000","PS1_Bot1","","2017TNSTR.816....1C","",""
"21605","AT 2017fsd","23:30:10.162","+01:57:06.62","","","","","Pan-STARRS","Pan-STARRS","","Pan-STARRS","PS17dwg","PS1 - GPC1","","1","1","","21.39","w-P1","2017-07-27 12:12:57.000","PS1_Bot1","","2017TNSTR.816....1C","",""
"21604","AT 2017fsc","23:28:07.557","+01:01:27.96","","","","","Pan-STARRS","Pan-STARRS","","Pan-STARRS","PS17dxc","PS1 - GPC1","","1","1","","21.33","w-P1","2017-07-27 12:04:19.000","PS1_Bot1","","2017TNSTR.816....1C","",""
"21603","AT 2017fsb","23:53:03.520","+02:49:37.55","","","","","Pan-STARRS","Pan-STARRS","","Pan-STARRS","PS17dxh","PS1 - GPC1","","1","1","","21.41","w-P1","2017-07-27 12:01:26.000","PS1_Bot1","","2017TNSTR.816....1C","",""
"21602","AT 2017fsa","23:52:27.764","-00:10:39.89","","","","","Pan-STARRS","Pan-STARRS","","Pan-STARRS","PS17dxg","PS1 - GPC1","","1","1","","21.46","w-P1","2017-07-27 12:01:26.000","PS1_Bot1","","2017TNSTR.816....1C","",""
"21601","AT 2017frz","23:51:05.721","+00:56:50.40","","","","","Pan-STARRS","Pan-STARRS","","Pan-STARRS","PS17dxf","PS1 - GPC1","","1","1","","20.68","w-P1","2017-07-27 12:01:26.000","PS1_Bot1","","2017TNSTR.816....1C","",""
"21600","AT 2017fry","23:49:31.086","+05:11:33.77","","","","","Pan-STARRS","Pan-STARRS","","Pan-STARRS","PS17dxe","PS1 - GPC1","","1","1","","21.52","w-P1","2017-07-27 12:15:50.000","PS1_Bot1","","2017TNSTR.816....1C","",""
"21599","AT 2017frx","00:21:20.730","-41:06:32.08","","","","","GaiaAlerts","GaiaAlerts","","GaiaAlerts","Gaia17bwi","Gaia - Gaia-photometric","","1","1","","18.17","G-Gaia","2017-07-24 18:23:02.000","Gaia_Bot1","","2017TNSTR.815....1D","",""
"21598","AT 2017frw","01:24:40.970","-12:09:35.32","","","","","GaiaAlerts","GaiaAlerts","","GaiaAlerts","Gaia17bwh","Gaia - Gaia-photometric","","1","1","","17.99","G-Gaia","2017-07-24 05:48:28.000","Gaia_Bot1","","2017TNSTR.815....1D","",""
"21597","AT 2017frv","01:30:39.270","-12:11:39.34","","","","","GaiaAlerts","GaiaAlerts","","GaiaAlerts","Gaia17bwg","Gaia - Gaia-photometric","","1","1","","18.29","G-Gaia","2017-07-24 13:33:35.000","Gaia_Bot1","","2017TNSTR.815....1D","",""
"21596","AT 2017fru","03:57:32.370","+45:42:09.47","","","","","GaiaAlerts","GaiaAlerts","","GaiaAlerts","Gaia17bwf","Gaia - Gaia-photometric","","1","1","","17.96","G-Gaia","2017-07-25 00:21:36.000","Gaia_Bot1","","2017TNSTR.815....1D","",""
"21595","AT 2017frt","17:30:34.478","-04:36:05.21","","","","","ATLAS","ATLAS","","ATLAS","ATLAS17jav","ATLAS-HKO - ATLAS-02, ATLAS-MLO - ATLAS-01","","1","1","","17.99","orange-ATLAS","2017-07-29 08:22:33.000","ATLAS_Bot1","","2017TNSTR.814....1T","",""
"21594","AT 2017frs","17:40:41.391","-07:25:50.69","","","","","ATLAS","ATLAS","","ATLAS","ATLAS17jau","ATLAS-HKO - ATLAS-02, ATLAS-MLO - ATLAS-01","","1","1","","18.58","orange-ATLAS","2017-07-27 09:43:12.000","ATLAS_Bot1","","2017TNSTR.814....1T","",""
"21593","AT 2017frr","01:20:55.600","-43:08:53.38","","","ESO 244- G 019","","ASAS-SN, GaiaAlerts","ASAS-SN, GaiaAlerts","","ASAS-SN; GaiaAlerts","ASASSN-17ka","ASASSN-2 - Cassius, Gaia - Gaia-photometric","","1","1","","16.5","V-Johnson","2017-07-27 05:31:12.000","Stanek","","2017TNSTR.811....1M","",""
"21592","AT 2017frq","17:28:52.832","+52:43:22.31","","","","","ATLAS, Pan-STARRS","ATLAS, Pan-STARRS","","ATLAS; Pan-STARRS","ATLAS17jab","ATLAS-HKO - ATLAS-02, PS1 - GPC1","","1","1","","19.25","orange-ATLAS","2017-07-21 09:30:14.000","ATLAS_Bot1","","2017TNSTR.812....1T","",""
"21591","AT 2017frp","23:39:08.355","-15:38:40.46","","","","","ATLAS","ATLAS","","ATLAS","ATLAS17izy","ATLAS-HKO - ATLAS-02","","1","1","","18.95","orange-ATLAS","2017-07-27 14:05:16.000","ATLAS_Bot1","","2017TNSTR.812....1T","",""
"21589","AT 2017frn","00:47:26.864","-34:14:11.71","","","","","ATLAS","ATLAS","","ATLAS","ATLAS17izk","ATLAS-HKO - ATLAS-02","","1","1","","18.78","orange-ATLAS","2017-07-18 14:21:07.000","ATLAS_Bot1","","2017TNSTR.810....1T","",""
"21588","AT 2017frm","01:25:40.620","-36:39:47.27","","","","","ATLAS, GaiaAlerts","ATLAS, GaiaAlerts","","ATLAS; GaiaAlerts","ATLAS17izj","ATLAS-HKO - ATLAS-02, ATLAS-MLO - ATLAS-01, Gaia - Gaia-photometric","","1","1","","17.14","orange-ATLAS","2017-07-24 14:36:57.000","ATLAS_Bot1","","2017TNSTR.810....1T","",""
"21586","AT 2017frk","21:18:20.261","+36:04:05.40","","","","","ATLAS","ATLAS","","ATLAS","ATLAS17izh","ATLAS-HKO - ATLAS-02","","1","1","","17.79","orange-ATLAS","2017-07-25 12:00:00.000","ATLAS_Bot1","","2017TNSTR.810....1T","",""
"21584","AT 2017fri","14:47:53.985","+13:42:00.43","","","","","ATLAS","ATLAS","","ATLAS","ATLAS17iyu","ATLAS-MLO - ATLAS-01","","1","1","","19.09","orange-ATLAS","2017-07-18 06:50:23.000","ATLAS_Bot1","","2017TNSTR.810....1T","",""
"21582","AT 2017frg","23:22:21.580","-03:57:12.86","","","","","Pan-STARRS","Pan-STARRS","","Pan-STARRS","PS17dwf","PS1 - GPC1","","1","1","","20.92","w-P1","2017-07-22 13:33:35.000","PS1_Bot1","","2017TNSTR.808....1C","",""
"21581","AT 2017frf","13:59:18.481","+09:26:56.66","","","","","Pan-STARRS","Pan-STARRS","","Pan-STARRS","PS17dwd","PS1 - GPC1","","1","1","","21.32","w-P1","2017-07-14 06:38:52.000","PS1_Bot1","","2017TNSTR.808....1C","",""
"21580","AT 2017fre","18:52:37.098","+63:40:53.21","","","","","Pan-STARRS","Pan-STARRS","","Pan-STARRS","PS17dwe","PS1 - GPC1","","1","1","","18.38","i-Sloan","2017-07-14 10:04:48.000","PS1_Bot1","","2017TNSTR.808....1C","",""
"21579","AT 2017frd","17:40:39.297","-00:51:46.65","","","","","ATLAS, AMPEL","ATLAS, ZTF","","ATLAS; ZTF","ATLAS17iyh","ATLAS-MLO - ATLAS-01, P48 - ZTF-Cam","","1","1","","17.9","orange-ATLAS","2017-07-25 09:15:50.000","ATLAS_Bot1","","2017TNSTR.804....1T","",""
"21577","AT 2017frb","21:11:36.852","+11:29:50.82","","","CGCG 426-012","0.029378","ASAS-SN","ASAS-SN","","ASAS-SN","ASASSN-17jt","ASASSN-1 - Brutus, ASASSN-2 - Cassius","","1","1","","17","V-Johnson","2017-07-25 13:12:00.000","Stanek","","2017TNSTR.803....1S","",""
"21576","AT 2017fra","15:31:51.530","+37:24:44.71","","","SDSS J153151.40+372445.8","0.029997","ASAS-SN, ATLAS, GaiaAlerts","ASAS-SN, ATLAS, GaiaAlerts","","ASAS-SN; ATLAS; GaiaAlerts","ASASSN-17jq","ASASSN-1 - Brutus, ATLAS-HKO - ATLAS-02, ATLAS-MLO - ATLAS-01, Gaia - Gaia-photometric","","1","1","","16.8","V-Johnson","2017-07-25 08:09:36.000","Stanek","","2017TNSTR.802....1P","",""
"21575","AT 2017fqz","12:21:58.780","-43:20:17.20","","","ESO-267-IG-041","","BOSS","BOSS","","BOSS","","Other - Other","","1","1","","16.5","Other-","2017-07-25 09:42:03.000","Parker","","2017TNSTR.805....1P","",""
"21574","AT 2017fqy","16:08:43.540","-56:26:48.16","","","","","GaiaAlerts","GaiaAlerts","","GaiaAlerts","Gaia17bwe","Gaia - Gaia-photometric","","1","1","","18","G-Gaia","2017-07-22 19:32:09.000","Gaia_Bot1","","2017TNSTR.806....1D","",""
"21573","AT 2017fqx","12:40:55.440","+15:36:58.82","","","","","GaiaAlerts","GaiaAlerts","","GaiaAlerts","Gaia17bwd","Gaia - Gaia-photometric","","1","1","","18.25","G-Gaia","2017-07-21 20:47:02.000","Gaia_Bot1","","2017TNSTR.806....1D","",""
"21572","AT 2017fqw","15:27:19.800","-46:22:58.19","","","","","GaiaAlerts","GaiaAlerts","","GaiaAlerts","Gaia17bwc","Gaia - Gaia-photometric","","1","1","","18.8","G-Gaia","2017-07-23 13:43:40.000","Gaia_Bot1","","2017TNSTR.806....1D","",""
"21571","AT 2017fqv","13:08:22.300","+15:42:23.54","","","","","GaiaAlerts","GaiaAlerts","","GaiaAlerts","Gaia17bwb","Gaia - Gaia-photometric","","1","1","","18.9","G-Gaia","2017-07-23 14:47:02.000","Gaia_Bot1","","2017TNSTR.806....1D","",""
"21570","AT 2017fqu","03:10:48.010","+42:54:23.44","","","","","GaiaAlerts, ZTF","GaiaAlerts, ZTF","","GaiaAlerts; ZTF","Gaia17bwa","Gaia - Gaia-photometric, P48 - ZTF-Cam","","1","1","","17.59","G-Gaia","2017-07-23 10:40:48.000","Gaia_Bot1","","2017TNSTR.806....1D","",""
"21569","AT 2017fqt","02:06:47.890","+15:33:08.06","","","","","GaiaAlerts","GaiaAlerts","","GaiaAlerts","Gaia17bvz","Gaia - Gaia-photometric","","1","1","","18.35","G-Gaia","2017-07-23 17:15:21.000","Gaia_Bot1","","2017TNSTR.806....1D","",""
"21568","AT 2017fqs","13:12:52.730","+05:47:38.11","","","","","GaiaAlerts","GaiaAlerts","","GaiaAlerts","Gaia17bvy","Gaia - Gaia-photometric","","1","1","","18.62","G-Gaia","2017-07-22 20:36:57.000","Gaia_Bot1","","2017TNSTR.806....1D","",""
"21567","AT 2017fqr","14:03:32.050","-22:30:59.54","","","","","GaiaAlerts","GaiaAlerts","","GaiaAlerts","Gaia17bvx","Gaia - Gaia-photometric","","1","1","","18.24","G-Gaia","2017-07-22 20:09:36.000","Gaia_Bot1","","2017TNSTR.806....1D","",""
"21566","AT 2017fqq","14:32:15.660","-30:06:54.58","","","","","GaiaAlerts","GaiaAlerts","","GaiaAlerts","Gaia17bvw","Gaia - Gaia-photometric","","1","1","","18.83","G-Gaia","2017-07-23 08:00:57.000","Gaia_Bot1","","2017TNSTR.806....1D","",""
"21565","AT 2017fqp","12:10:02.590","+38:44:23.32","","","","","GaiaAlerts","GaiaAlerts","","GaiaAlerts","Gaia17bvv","Gaia - Gaia-photometric","","1","1","","17.09","G-Gaia","2017-07-23 09:11:31.000","Gaia_Bot1","","2017TNSTR.806....1D","",""
"21563","AT 2017fqn","08:16:55.610","+65:39:25.67","","","","","GaiaAlerts","GaiaAlerts","","GaiaAlerts","Gaia17bvt","Gaia - Gaia-photometric","","1","1","","18.6","G-Gaia","2017-07-22 17:38:24.000","Gaia_Bot1","","2017TNSTR.806....1D","",""
"21562","AT 2017fqm","03:02:38.710","+42:35:34.55","","","","","GaiaAlerts, ZTF","GaiaAlerts, ZTF","","GaiaAlerts; ZTF","Gaia17bvs","Gaia - Gaia-photometric, P48 - ZTF-Cam","","1","1","","17.87","G-Gaia","2017-07-23 00:28:48.000","Gaia_Bot1","","2017TNSTR.806....1D","",""
"21561","AT 2017fql","02:22:24.070","+31:33:28.62","","","","","GaiaAlerts","GaiaAlerts","","GaiaAlerts","Gaia17bvr","Gaia - Gaia-photometric","","1","1","","18.96","G-Gaia","2017-07-22 16:56:38.000","Gaia_Bot1","","2017TNSTR.806....1D","",""
"21559","AT 2017fqj","12:50:16.290","-02:43:36.88","","","","","GaiaAlerts","GaiaAlerts","","GaiaAlerts","Gaia17bvq","Gaia - Gaia-photometric","","1","1","","18.95","G-Gaia","2017-07-20 14:29:45.000","Gaia_Bot1","","2017TNSTR.800....1D","",""
"21558","AT 2017fqi","00:34:14.210","-06:51:38.38","","","","","GaiaAlerts","GaiaAlerts","","GaiaAlerts","Gaia17bvp","Gaia - Gaia-photometric","","1","1","","17.82","G-Gaia","2017-07-20 11:45:36.000","Gaia_Bot1","","2017TNSTR.800....1D","",""
"21557","AT 2017fqh","02:42:59.068","-10:07:24.42","","","2MASX J02425942-1007293","0.053764","ASAS-SN, Pan-STARRS","ASAS-SN, Pan-STARRS","","ASAS-SN; Pan-STARRS","ASASSN-17jo","ASASSN-2 - Cassius, PS1 - GPC1","","1","1","","17","V-Johnson","2017-07-23 08:38:24.000","Stanek","","2017TNSTR.798....1B","",""
"21556","AT 2017fqg","15:53:03.480","-52:24:07.70","","","","","GaiaAlerts","GaiaAlerts","","GaiaAlerts","Gaia17bvo","Gaia - Gaia-photometric","","1","1","","17.47","G-Gaia","2017-07-23 07:36:28.000","Gaia_Bot1","","2017TNSTR.800....1D","",""
"21554","AT 2017fqe","16:03:46.770","-58:57:35.82","","","","","GaiaAlerts","GaiaAlerts","","GaiaAlerts","Gaia17bvm","Gaia - Gaia-photometric","","1","1","","17.96","G-Gaia","2017-07-22 01:30:43.000","Gaia_Bot1","","2017TNSTR.795....1D","",""
"21553","AT 2017fqd","12:28:16.440","+26:12:25.38","","","","","GaiaAlerts","GaiaAlerts","","GaiaAlerts","Gaia17bvl","Gaia - Gaia-photometric","","1","1","","18.83","G-Gaia","2017-07-22 08:57:07.000","Gaia_Bot1","","2017TNSTR.795....1D","",""
"21552","AT 2017fqc","00:43:02.190","-18:29:43.26","","","","","GaiaAlerts","GaiaAlerts","","GaiaAlerts","Gaia17bvi","Gaia - Gaia-photometric","","1","1","","18.93","G-Gaia","2017-07-22 07:43:40.000","Gaia_Bot1","","2017TNSTR.795....1D","",""
