"110895","AT 2022ncz","16:21:48.969","+09:21:53.48","","","","","Pan-STARRS, ALeRCE, ATLAS","Pan-STARRS, ZTF, ATLAS","","ALeRCE; ATLAS; Pan-STARRS","PS22fms","ATLAS-HKO - ATLAS-02, ATLAS-MLO - ATLAS-01, P48 - ZTF-Cam, PS2 - GPC2","","1","1","","19.83","w-P1","2022-06-20 10:44:41.280","PS2_Bot1","","2022TNSTR1721....1C","",""
"110892","AT 2022ncw","15:09:17.675","+14:36:57.28","","","","","Pan-STARRS","Pan-STARRS","","Pan-STARRS","PS22fmq","PS2 - GPC2","","1","1","","20.81","w-P1","2022-06-20 09:38:32.928","PS2_Bot1","","2022TNSTR1721....1C","",""
"110891","AT 2022ncv","16:58:01.880","-09:40:04.29","","","","","Pan-STARRS","Pan-STARRS","","Pan-STARRS","PS22fmn","PS2 - GPC2","","1","1","","19.98","w-P1","2022-06-20 08:33:02.592","PS2_Bot1","","2022TNSTR1721....1C","",""
"110890","AT 2022ncu","16:28:05.964","+11:39:19.14","","","","","Pan-STARRS","Pan-STARRS","","Pan-STARRS","PS22fml","PS2 - GPC2","","1","1","","20.66","w-P1","2022-06-20 10:44:41.280","PS2_Bot1","","2022TNSTR1721....1C","",""
"110889","AT 2022nct","14:30:56.384","+09:02:14.59","","","","","Pan-STARRS","Pan-STARRS","","Pan-STARRS","PS22fmj","PS2 - GPC2","","1","1","","20.97","w-P1","2022-06-21 08:36:49.824","PS2_Bot1","","2022TNSTR1721....1C","",""
"110888","AT 2022ncs","15:04:36.193","-08:43:32.74","","","","","Pan-STARRS","Pan-STARRS","","Pan-STARRS","PS22fmh","PS2 - GPC2","","1","1","","22.14","w-P1","2022-06-21 07:02:19.392","PS2_Bot1","","2022TNSTR1721....1C","",""
"110887","AT 2022ncr","14:41:09.097","+11:22:53.84","","","","","Pan-STARRS","Pan-STARRS","","Pan-STARRS","PS22fmf","PS2 - GPC2","","1","1","","20.62","w-P1","2022-06-21 08:35:55.392","PS2_Bot1","","2022TNSTR1721....1C","",""
"110886","AT 2022ncq","14:46:58.663","+10:29:48.57","","","","","Pan-STARRS, Fink, ATLAS","Pan-STARRS, ZTF, ATLAS","","ATLAS; Fink; Pan-STARRS","PS22fmd","ATLAS-HKO - ATLAS-02, ATLAS-MLO - ATLAS-01, P48 - ZTF-Cam, PS2 - GPC2","","1","1","","19.58","w-P1","2022-06-21 08:38:38.688","PS2_Bot1","","2022TNSTR1721....1C","",""
"110885","AT 2022ncp","14:24:54.815","+08:30:52.31","","","","","Pan-STARRS","Pan-STARRS","","Pan-STARRS","PS22fmc","PS2 - GPC2","","1","1","","21.08","w-P1","2022-06-21 08:32:11.616","PS2_Bot1","","2022TNSTR1721....1C","",""
"110884","AT 2022nco","15:27:31.749","-09:13:20.04","","","","","Pan-STARRS","Pan-STARRS","","Pan-STARRS","PS22fmb","PS2 - GPC2","","1","1","","21.7","w-P1","2022-05-23 09:35:10.752","PS2_Bot1","","2022TNSTR1721....1C","",""
"110883","AT 2022ncn","14:32:39.889","+13:12:24.30","","","","","Pan-STARRS","Pan-STARRS","","Pan-STARRS","PS22fma","PS2 - GPC2","","1","1","","19.86","w-P1","2022-06-21 08:34:55.776","PS2_Bot1","","2022TNSTR1721....1C","",""
"110881","AT 2022ncl","10:51:16.260","-54:22:37.42","","","","","GaiaAlerts","GaiaAlerts","","GaiaAlerts","Gaia22cpf","Gaia - Gaia-photometric","","1","1","","18.41","G-Gaia","2022-06-19 11:28:19.200","Gaia_Bot1","","2022TNSTR1720....1H","",""
"110880","AT 2022nck","10:38:51.230","-48:27:13.90","","","","","GaiaAlerts","GaiaAlerts","","GaiaAlerts","Gaia22cpc","Gaia - Gaia-photometric","","1","1","","18.59","G-Gaia","2022-06-19 11:34:04.800","Gaia_Bot1","","2022TNSTR1720....1H","",""
"110879","AT 2022ncj","11:01:17.270","-60:49:30.97","","","","","GaiaAlerts","GaiaAlerts","","GaiaAlerts","Gaia22cpb","Gaia - Gaia-photometric","","1","1","","18.88","G-Gaia","2022-06-19 05:22:33.600","Gaia_Bot1","","2022TNSTR1720....1H","",""
"110877","AT 2022nch","16:47:54.639","+24:24:26.57","","","","","ZTF, Pan-STARRS","ZTF, Pan-STARRS","","Pan-STARRS; ZTF","ZTF22aaonpjx","P48 - ZTF-Cam, PS2 - GPC2","","1","1","","20.7711","g-ZTF","2022-06-20 06:36:16.416","ZTF_CLU_PUBLIC","","2022TNSTR1725....1D","",""
"110876","AT 2022ncg","15:16:46.486","+33:15:41.48","","","","","ATLAS","ATLAS","","ATLAS","ATLAS22rbq","ATLAS-HKO - ATLAS-02","","1","1","","19.417","cyan-ATLAS","2022-06-20 08:04:22.368","ATLAS_Bot1","","2022TNSTR1707....1T","",""
"110874","AT 2022nce","02:29:15.411","-22:08:16.57","","","","","ATLAS","ATLAS","","ATLAS","ATLAS22rbm","ATLAS-CHL - ATLAS-04","","1","1","","18.671","orange-ATLAS","2022-06-19 09:46:16.896","ATLAS_Bot1","","2022TNSTR1707....1T","",""
"110873","AT 2022ncd","14:51:50.026","+25:51:10.56","","","","","ATLAS","ATLAS","","ATLAS","ATLAS22rbi","ATLAS-HKO - ATLAS-02","","1","1","","19.601","cyan-ATLAS","2022-06-20 08:01:02.784","ATLAS_Bot1","","2022TNSTR1707....1T","",""
"110871","AT 2022ncb","16:48:40.223","+16:53:50.63","","","SDSS J164840.38+165348.1","","ALeRCE, Pan-STARRS","ZTF, Pan-STARRS","","ALeRCE; Pan-STARRS","ZTF22aaohryi","P48 - ZTF-Cam, PS2 - GPC2","","1","1","","20.3775","g-ZTF","2022-06-20 06:33:31.997","ALeRCE","","2022TNSTR1706....1F","",""
"110870","AT 2022nca","16:39:10.949","+16:31:34.67","","","SDSS J163910.97+163133.0","","ALeRCE","ZTF","","ALeRCE","ZTF22aaokzjv","P48 - ZTF-Cam","","1","1","","20.4558","r-ZTF","2022-06-18 07:36:07.001","ALeRCE","","2022TNSTR1706....1F","",""
"110869","AT 2022nbz","17:03:33.054","+33:32:16.96","","","ZwCl 1700.5+3322 51","0.090864","ALeRCE, ATLAS, Pan-STARRS","ZTF, ATLAS, Pan-STARRS","","ALeRCE; ATLAS; Pan-STARRS","ZTF22aaolden","ATLAS-HKO - ATLAS-02, P48 - ZTF-Cam, PS2 - GPC2","","1","1","","20.0954","g-ZTF","2022-06-18 06:29:25.999","ALeRCE","","2022TNSTR1706....1F","",""
"110868","AT 2022nby","21:58:29.697","+24:28:36.11","","","SDSS J215829.68+242836.1","","ALeRCE","ZTF","","ALeRCE","ZTF22aaolybe","P48 - ZTF-Cam","","1","1","","19.9754","r-ZTF","2022-06-14 09:49:21.999","ALeRCE","","2022TNSTR1706....1F","",""
"110867","AT 2022nbx","14:22:30.845","+14:50:31.58","","","SDSS J142230.78+145030.4","","ALeRCE, Pan-STARRS, ATLAS","ZTF, Pan-STARRS, ATLAS","","ALeRCE; ATLAS; Pan-STARRS","ZTF22aaomqej","ATLAS-HKO - ATLAS-02, ATLAS-MLO - ATLAS-01, P48 - ZTF-Cam, PS2 - GPC2","","1","1","","20.1512","g-ZTF","2022-06-18 06:04:20.004","ALeRCE","","2022TNSTR1706....1F","",""
"110866","AT 2022nbw","14:30:04.224","+02:56:05.08","","","SDSS J143004.22+025604.7","","ALeRCE","ZTF","","ALeRCE","ZTF22aaopczw","P48 - ZTF-Cam","","1","1","","20.5896","g-ZTF","2022-06-18 06:02:56.999","ALeRCE","","2022TNSTR1706....1F","",""
"110865","AT 2022nbv","16:25:44.448","+63:26:05.64","","","SDSS J162544.42+632605.6","","ALeRCE, Pan-STARRS","ZTF, Pan-STARRS","","ALeRCE; Pan-STARRS","ZTF22aaopxjn","P48 - ZTF-Cam, PS2 - GPC2","","1","1","","20.3024","g-ZTF","2022-06-20 06:20:44.998","ALeRCE","","2022TNSTR1706....1F","",""
"110864","AT 2022nbu","15:43:57.899","-02:56:49.62","","","WISEA J154358.03-025651.4","","ALeRCE","ZTF","","ALeRCE","ZTF22aaoqhja","P48 - ZTF-Cam","","1","1","","20.3519","g-ZTF","2022-06-18 06:02:12.002","ALeRCE","","2022TNSTR1706....1F","",""
"110863","AT 2022nbt","18:11:17.077","+53:30:06.46","","","WISEA J181117.12+533007.4","","ALeRCE","ZTF","","ALeRCE","ZTF22aaoqjus","P48 - ZTF-Cam","","1","1","","20.4682","g-ZTF","2022-06-18 06:48:57.997","ALeRCE","","2022TNSTR1706....1F","",""
"110862","AT 2022nbs","18:32:58.642","+74:27:52.21","","","","","ALeRCE, Fink","ZTF","","ALeRCE; Fink","ZTF22aaoqlgl","P48 - ZTF-Cam","","1","1","","20.1968","g-ZTF","2022-06-18 06:51:00.003","ALeRCE","","2022TNSTR1706....1F","",""
"110861","AT 2022nbr","21:18:53.549","+08:30:42.85","","","SDSS J211853.49+083043.3","","ALeRCE, Pan-STARRS, YSE","ZTF, Pan-STARRS","","ALeRCE; Pan-STARRS; YSE","ZTF22aaorbox","P48 - ZTF-Cam, PS2 - GPC2","","1","1","","20.0791","r-ZTF","2022-06-20 09:06:49.000","ALeRCE","","2022TNSTR1706....1F","",""
"110859","AT 2022nbp","21:16:05.748","+33:08:52.43","","","WISEA J211605.73+330852.3","","ALeRCE, Fink","ZTF","","ALeRCE; Fink","ZTF22aaorcsg","P48 - ZTF-Cam","","1","1","","20.268","g-ZTF","2022-06-18 09:46:34.997","ALeRCE","","2022TNSTR1706....1F","",""
"110858","AT 2022nbo","22:34:09.178","+35:52:19.14","","","SDSS J223409.14+355217.7","","ALeRCE","ZTF","","ALeRCE","ZTF22aaorcxp","P48 - ZTF-Cam","","1","1","","20.1978","r-ZTF","2022-06-20 09:14:59.001","ALeRCE","","2022TNSTR1706....1F","",""
"110855","AT 2022nbl","09:09:33.500","+42:53:46.50","","","","","GaiaAlerts","GaiaAlerts","","GaiaAlerts","Gaia22cox","Gaia - Gaia-photometric","","1","1","","17.49","G-Gaia","2022-06-19 01:00:28.800","Gaia_Bot1","","2022TNSTR1709....1H","",""
"110854","AT 2022nbk","09:35:13.640","+09:15:07.81","","","","","GaiaAlerts","GaiaAlerts","","GaiaAlerts","Gaia22cow","Gaia - Gaia-photometric","","1","1","","18.55","G-Gaia","2022-06-18 18:27:21.600","Gaia_Bot1","","2022TNSTR1709....1H","",""
"110853","AT 2022nbj","10:43:29.930","-59:57:50.76","","","","","GaiaAlerts","GaiaAlerts","","GaiaAlerts","Gaia22cov","Gaia - Gaia-photometric","","1","1","","16.71","G-Gaia","2022-06-18 17:22:33.600","Gaia_Bot1","","2022TNSTR1709....1H","",""
"110851","AT 2022nbh","09:19:25.300","+26:48:02.77","","","","","GaiaAlerts","GaiaAlerts","","GaiaAlerts","Gaia22cos","Gaia - Gaia-photometric","","1","1","","18.85","G-Gaia","2022-06-18 08:29:45.600","Gaia_Bot1","","2022TNSTR1709....1H","",""
"110850","AT 2022nbg","22:06:53.500","+38:25:09.84","","","","","GaiaAlerts, ATLAS","GaiaAlerts, ATLAS","","ATLAS; GaiaAlerts","Gaia22coq","ATLAS-HKO - ATLAS-02, ATLAS-MLO - ATLAS-01, Gaia - Gaia-photometric","","1","1","","17.55","G-Gaia","2022-06-18 14:44:09.600","Gaia_Bot1","","2022TNSTR1709....1H","",""
"110849","AT 2022nbf","10:11:15.990","-39:56:48.73","","","","","GaiaAlerts, ATLAS","GaiaAlerts, ATLAS","","ATLAS; GaiaAlerts","Gaia22cop","ATLAS-CHL - ATLAS-04, Gaia - Gaia-photometric","","1","1","","18.73","G-Gaia","2022-06-18 17:41:16.800","Gaia_Bot1","","2022TNSTR1709....1H","",""
"110848","AT 2022nbe","09:38:45.980","-09:17:55.10","","","","","GaiaAlerts","GaiaAlerts","","GaiaAlerts","Gaia22coo","Gaia - Gaia-photometric","","1","1","","18.34","G-Gaia","2022-06-18 06:08:38.400","Gaia_Bot1","","2022TNSTR1709....1H","",""
"110847","AT 2022nbd","21:49:33.550","+05:54:46.91","","","","","GaiaAlerts","GaiaAlerts","","GaiaAlerts","Gaia22con","Gaia - Gaia-photometric","","1","1","","18.71","G-Gaia","2022-06-19 03:20:09.600","Gaia_Bot1","","2022TNSTR1709....1H","",""
"110846","AT 2022nbc","21:10:59.220","-36:00:20.74","","","","","GaiaAlerts","GaiaAlerts","","GaiaAlerts","Gaia22com","Gaia - Gaia-photometric","","1","1","","18.99","G-Gaia","2022-06-18 05:51:21.600","Gaia_Bot1","","2022TNSTR1709....1H","",""
"110845","AT 2022nbb","00:22:18.780","+18:39:00.06","","","","","YSE","Pan-STARRS","","Pan-STARRS; YSE","PS22flz","PS2 - GPC2","","1","1","","21.08","r-P1","2022-06-08 14:30:27.072","YSE_Bot1","","2022TNSTR1711....1J","",""
"110844","AT 2022nba","21:37:30.561","+10:50:31.82","","","","","YSE","Pan-STARRS","","Pan-STARRS; YSE","PS22fly","PS2 - GPC2","","1","1","","20.56","r-P1","2022-06-08 13:30:55.296","YSE_Bot1","","2022TNSTR1711....1J","",""
"110843","AT 2022naz","16:18:28.945","+33:12:49.61","","","","","YSE","Pan-STARRS","","Pan-STARRS; YSE","PS22flx","PS2 - GPC2","","1","1","","20.45","r-P1","2022-06-07 07:41:45.024","YSE_Bot1","","2022TNSTR1711....1J","",""
"110842","AT 2022nay","16:00:54.689","+35:14:02.12","","","","","YSE","Pan-STARRS","","Pan-STARRS; YSE","PS22flw","PS2 - GPC2","","1","1","","20.78","r-P1","2022-06-07 07:41:08.736","YSE_Bot1","","2022TNSTR1711....1J","",""
"110841","AT 2022nax","11:25:49.677","+11:14:30.81","","","","","YSE","Pan-STARRS","","Pan-STARRS; YSE","PS22flv","PS2 - GPC2","","1","1","","20.26","r-P1","2022-06-16 06:28:26.400","YSE_Bot1","","2022TNSTR1711....1J","",""
"110840","AT 2022naw","12:36:00.881","+01:02:12.26","","","","","YSE","Pan-STARRS","","Pan-STARRS; YSE","PS22flu","PS2 - GPC2","","1","1","","20.41","r-P1","2022-06-19 07:03:48.384","YSE_Bot1","","2022TNSTR1711....1J","",""
