"111199","AT 2022noq","21:09:21.628","+07:30:41.85","","","SDSS J210921.53+073039.9","","ALeRCE","ZTF","","ALeRCE","ZTF22aaoxven","P48 - ZTF-Cam","","1","1","","20.2531","r-ZTF","2022-06-22 09:25:28.001","ALeRCE","","2022TNSTR1762....1F","",""
"111198","AT 2022nop","23:27:03.038","-03:26:36.83","","","SDSS J232703.02-032638.1","","ALeRCE","ZTF","","ALeRCE","ZTF22aaoywgv","P48 - ZTF-Cam","","1","1","","19.7992","g-ZTF","2022-06-22 10:37:18.998","ALeRCE","","2022TNSTR1762....1F","",""
"111197","AT 2022noo","14:55:31.221","+58:21:30.39","","","SDSS J145531.19+582130.4","","ALeRCE","ZTF","","ALeRCE","ZTF22aaozpnn","P48 - ZTF-Cam","","1","1","","21.1449","r-ZTF","2022-06-20 04:45:18.000","ALeRCE","","2022TNSTR1762....1F","",""
"111196","AT 2022non","15:33:48.132","+45:20:13.11","","","SDSS J153348.13+452011.9","","ALeRCE","ZTF","","ALeRCE","ZTF22aapasdr","P48 - ZTF-Cam","","1","1","","20.3911","g-ZTF","2022-06-19 07:17:42.999","ALeRCE","","2022TNSTR1762....1F","",""
"111195","AT 2022nom","23:09:39.737","+13:10:08.22","","","SDSS J230939.58+131008.9","","ALeRCE, Fink","ZTF","","ALeRCE; Fink","ZTF22aapdyss","P48 - ZTF-Cam","","1","1","","20.413","r-ZTF","2022-06-21 10:16:59.998","ALeRCE","","2022TNSTR1762....1F","",""
"111194","AT 2022nol","23:14:42.421","-17:51:59.54","","","WISEA J231442.43-175159.7","","ALeRCE, Pan-STARRS","ZTF, Pan-STARRS","","ALeRCE; Pan-STARRS","ZTF22aapextz","P48 - ZTF-Cam, PS2 - GPC2","","1","1","","19.9921","r-ZTF","2022-06-21 10:19:43.000","ALeRCE","","2022TNSTR1762....1F","",""
"111193","AT 2022nok","13:57:02.158","+13:11:09.12","","","SDSS J135702.07+131107.4","","ALeRCE","ZTF","","ALeRCE","ZTF22aapfnwh","P48 - ZTF-Cam","","1","1","","20.4733","r-ZTF","2022-06-21 05:59:08.998","ALeRCE","","2022TNSTR1762....1F","",""
"111192","AT 2022noj","13:42:07.676","+12:56:09.43","","","SDSS J134208.07+125605.2","0.04093802","ALeRCE","ZTF","","ALeRCE","ZTF22aaphcwi","P48 - ZTF-Cam","","1","1","","20.1836","r-ZTF","2022-06-25 05:49:08.000","ALeRCE","","2022TNSTR1762....1F","",""
"111191","AT 2022noi","16:46:51.346","+64:47:58.83","","","WISEA J164650.71+644800.9","","ALeRCE","ZTF","","ALeRCE","ZTF22aaphgjr","P48 - ZTF-Cam","","1","1","","20.864","g-ZTF","2022-06-20 06:51:46.996","ALeRCE","","2022TNSTR1762....1F","",""
"111190","AT 2022noh","17:24:37.709","+49:12:45.28","","","WISEA J172437.64+491244.5","","ALeRCE","ZTF","","ALeRCE","ZTF22aaphhud","P48 - ZTF-Cam","","1","1","","20.8386","g-ZTF","2022-06-20 06:43:14.998","ALeRCE","","2022TNSTR1762....1F","",""
"111189","AT 2022nog","15:57:49.286","+62:47:36.24","","","SDSS J155750.21+624737.4","","ALeRCE, Pan-STARRS","ZTF, Pan-STARRS","","ALeRCE; Pan-STARRS","ZTF22aaphkty","P48 - ZTF-Cam, PS2 - GPC2","","1","1","","20.1467","g-ZTF","2022-06-25 06:44:35.998","ALeRCE","","2022TNSTR1762....1F","",""
"111188","AT 2022nof","17:04:49.071","-06:15:08.98","","","WISEA J170447.98-061516.6","0.023656","ALeRCE, Pan-STARRS, ATLAS","ZTF, Pan-STARRS, ATLAS","","ALeRCE; ATLAS; Pan-STARRS","ZTF22aaphpqt","ATLAS-MLO - ATLAS-01, ATLAS-STH - ATLAS-03, P48 - ZTF-Cam, PS2 - GPC2","","1","1","","20.8481","g-ZTF","2022-06-22 07:07:13.999","ALeRCE","","2022TNSTR1762....1F","",""
"111187","AT 2022noe","17:35:53.627","+59:19:59.65","","","SDSS J173553.61+591959.7","","ALeRCE","ZTF","","ALeRCE","ZTF22aaphtyz","P48 - ZTF-Cam","","1","1","","20.7282","r-ZTF","2022-06-25 07:23:32.004","ALeRCE","","2022TNSTR1762....1F","",""
"111186","AT 2022nod","20:14:05.584","-00:07:09.63","","","SDSS J201405.50-000709.3","","ALeRCE, Pan-STARRS","ZTF, Pan-STARRS","","ALeRCE; Pan-STARRS","ZTF22aapipxk","P48 - ZTF-Cam, PS2 - GPC2","","1","1","","20.6238","r-ZTF","2022-06-22 09:28:10.001","ALeRCE","","2022TNSTR1762....1F","",""
"111185","AT 2022noc","23:51:04.162","+30:07:52.78","","","SDSS J235104.15+300752.7","","ALeRCE","ZTF","","ALeRCE","ZTF22aapjqif","P48 - ZTF-Cam","","1","1","","20.3396","g-ZTF","2022-06-25 10:20:33.000","ALeRCE","","2022TNSTR1762....1F","",""
"111184","AT 2022nob","23:20:29.235","+32:29:55.79","","","SDSS J232029.21+322955.9","","ALeRCE","ZTF","","ALeRCE","ZTF22aapjqsm","P48 - ZTF-Cam","","1","1","","20.5446","g-ZTF","2022-06-25 10:21:13.997","ALeRCE","","2022TNSTR1762....1F","",""
"111183","AT 2022noa","00:01:40.755","+30:01:39.81","","","SDSS J000140.65+300141.9","","ALeRCE","ZTF","","ALeRCE","ZTF22aapjqye","P48 - ZTF-Cam","","1","1","","19.6793","g-ZTF","2022-06-25 10:20:33.000","ALeRCE","","2022TNSTR1762....1F","",""
"111182","AT 2022nnz","23:53:28.139","+00:53:47.55","","","SDSS J235328.14+005348.0","","ALeRCE, Pan-STARRS","ZTF, Pan-STARRS","","ALeRCE; Pan-STARRS","ZTF22aapjrry","P48 - ZTF-Cam, PS2 - GPC2","","1","1","","20.0822","g-ZTF","2022-06-25 10:25:19.001","ALeRCE","","2022TNSTR1762....1F","",""
"111181","AT 2022nny","23:55:09.408","+03:31:33.61","","","SDSS J235509.30+033133.4","","ALeRCE, Pan-STARRS","ZTF, Pan-STARRS","","ALeRCE; Pan-STARRS","ZTF22aapjrva","P48 - ZTF-Cam, PS2 - GPC2","","1","1","","19.6185","g-ZTF","2022-06-25 10:25:19.001","ALeRCE","","2022TNSTR1762....1F","",""
"111179","AT 2022nnw","22:19:46.340","-13:15:45.64","","","WISEA J221946.40-131546.1","","ALeRCE","ZTF","","ALeRCE","ZTF22aapjuai","P48 - ZTF-Cam","","1","1","","20.1896","g-ZTF","2022-06-25 10:30:02.998","ALeRCE","","2022TNSTR1762....1F","",""
"111178","AT 2022nnv","23:17:07.626","+34:31:08.79","","","WISEA J231707.24+343113.2","0.047866","ALeRCE","ZTF","","ALeRCE","ZTF22aapkbpv","P48 - ZTF-Cam","","1","1","","20.3253","r-ZTF","2022-06-25 10:50:48.998","ALeRCE","","2022TNSTR1762....1F","",""
"111177","AT 2022nnu","23:12:28.491","+20:40:49.69","","","SDSS J231228.54+204050.4","","ALeRCE","ZTF","","ALeRCE","ZTF22aapkctx","P48 - ZTF-Cam","","1","1","","20.5525","g-ZTF","2022-06-22 10:19:21.003","ALeRCE","","2022TNSTR1762....1F","",""
"111176","AT 2022nnt","22:52:37.107","+15:11:49.51","","","SDSS J225237.07+151149.5","","ALeRCE","ZTF","","ALeRCE","ZTF22aapkent","P48 - ZTF-Cam","","1","1","","20.558","g-ZTF","2022-06-25 10:07:28.998","ALeRCE","","2022TNSTR1762....1F","",""
"111175","AT 2022nns","23:36:05.037","-08:56:44.19","","","SDSS J233604.98-085645.2","","ALeRCE, Pan-STARRS","ZTF, Pan-STARRS","","ALeRCE; Pan-STARRS","ZTF22aapkhhg","P48 - ZTF-Cam, PS2 - GPC2","","1","1","","20.0894","r-ZTF","2022-06-25 11:01:00.002","ALeRCE","","2022TNSTR1762....1F","",""
"111174","AT 2022nnr","23:32:56.801","-11:20:06.83","","","WISEA J233256.55-112008.5","","ALeRCE, Pan-STARRS","ZTF, Pan-STARRS","","ALeRCE; Pan-STARRS","ZTF22aapkhyz","P48 - ZTF-Cam, PS2 - GPC2","","1","1","","20.2264","g-ZTF","2022-06-25 10:28:01.001","ALeRCE","","2022TNSTR1762....1F","",""
"111173","AT 2022nnq","02:27:42.592","+28:12:22.44","","","","","ALeRCE","ZTF","","ALeRCE","ZTF22aapkisy","P48 - ZTF-Cam","","1","1","","19.6949","r-ZTF","2022-06-19 11:24:06.998","ALeRCE","","2022TNSTR1762....1F","",""
"111172","AT 2022nnp","23:54:28.009","-09:42:21.90","","","SDSS J235428.03-094222.1","","ALeRCE","ZTF","","ALeRCE","ZTF22aapkiwn","P48 - ZTF-Cam","","1","1","","20.207","g-ZTF","2022-06-25 10:26:40.001","ALeRCE","","2022TNSTR1762....1F","",""
"111171","AT 2022nno","02:22:47.640","+27:03:04.75","","","SDSS J022247.55+270304.4","","ALeRCE, ATLAS, GaiaAlerts, Pan-STARRS","ZTF, ATLAS, GaiaAlerts, Pan-STARRS","","ALeRCE; ATLAS; GaiaAlerts; Pan-STARRS","ZTF22aapkjef","ATLAS-MLO - ATLAS-01, Gaia - Gaia-photometric, P48 - ZTF-Cam, PS1 - GPC1","","1","1","","18.5473","r-ZTF","2022-06-25 11:04:53.999","ALeRCE","","2022TNSTR1762....1F","",""
"111170","AT 2022nnn","19:17:16.300","-39:28:22.18","","","","","ATLAS","ATLAS","","ATLAS","ATLAS22ruf","ATLAS-CHL - ATLAS-04, ATLAS-STH - ATLAS-03","","1","1","","19.528","cyan-ATLAS","2022-06-25 01:43:07.104","ATLAS_Bot1","","2022TNSTR1764....1T","",""
"111169","AT 2022nnm","11:55:28.116","+42:27:51.66","","","","","ATLAS","ATLAS","","ATLAS","ATLAS22rue","ATLAS-HKO - ATLAS-02, ATLAS-MLO - ATLAS-01","","1","1","","18.789","cyan-ATLAS","2022-06-25 06:51:52.992","ATLAS_Bot1","","2022TNSTR1764....1T","",""
"111168","AT 2022nnl","19:11:22.247","-67:12:05.90","","","","","ATLAS","ATLAS","","ATLAS","ATLAS22rud","ATLAS-CHL - ATLAS-04, ATLAS-STH - ATLAS-03","","1","1","","19.312","cyan-ATLAS","2022-06-25 01:44:47.328","ATLAS_Bot1","","2022TNSTR1764....1T","",""
"111167","AT 2022nnk","22:43:00.590","-35:41:52.59","","","","","ATLAS","ATLAS","","ATLAS","ATLAS22rub","ATLAS-CHL - ATLAS-04, ATLAS-STH - ATLAS-03","","1","1","","18.701","cyan-ATLAS","2022-06-25 04:25:26.976","ATLAS_Bot1","","2022TNSTR1764....1T","",""
"111166","AT 2022nnj","20:06:51.618","-44:36:40.87","","","","","ATLAS","ATLAS","","ATLAS","ATLAS22rtz","ATLAS-CHL - ATLAS-04, ATLAS-STH - ATLAS-03","","1","1","","18.781","cyan-ATLAS","2022-06-25 02:08:50.208","ATLAS_Bot1","","2022TNSTR1764....1T","",""
"111165","AT 2022nni","20:26:10.887","-45:34:10.67","","","","","ATLAS","ATLAS","","ATLAS","ATLAS22rtw","ATLAS-CHL - ATLAS-04, ATLAS-STH - ATLAS-03","","1","1","","18.601","cyan-ATLAS","2022-06-25 02:34:16.032","ATLAS_Bot1","","2022TNSTR1764....1T","",""
"111164","AT 2022nnh","12:21:13.344","-48:20:20.65","","","","","ATLAS","ATLAS","","ATLAS","ATLAS22rtl","ATLAS-CHL - ATLAS-04","","1","1","","18.419","orange-ATLAS","2022-06-18 00:09:29.376","ATLAS_Bot1","","2022TNSTR1764....1T","",""
"111163","AT 2022nng","13:53:47.138","+62:19:48.42","","","","","ATLAS","ATLAS","","ATLAS","ATLAS22rth","ATLAS-HKO - ATLAS-02, ATLAS-MLO - ATLAS-01","","1","1","","19.364","cyan-ATLAS","2022-06-21 07:18:45.216","ATLAS_Bot1","","2022TNSTR1764....1T","",""
"111162","AT 2022nnf","15:39:23.899","+74:46:33.40","","","","","ATLAS","ATLAS","","ATLAS","ATLAS22rtg","ATLAS-HKO - ATLAS-02, ATLAS-MLO - ATLAS-01","","1","1","","19.367","cyan-ATLAS","2022-06-21 08:03:00.288","ATLAS_Bot1","","2022TNSTR1764....1T","",""
"111161","AT 2022nne","23:31:31.509","-11:05:40.88","","","","","ATLAS, Pan-STARRS","ATLAS, Pan-STARRS","","ATLAS; Pan-STARRS","ATLAS22rrx","ATLAS-CHL - ATLAS-04, ATLAS-MLO - ATLAS-01, PS2 - GPC2","","1","1","","18.724","orange-ATLAS","2022-06-24 13:10:07.680","ATLAS_Bot1","","2022TNSTR1764....1T","",""
"111160","AT 2022nnd","20:38:55.479","-45:50:31.92","","","","","ATLAS, MASTER","ATLAS, MASTER","","ATLAS; MASTER","ATLAS22rrr","ATLAS-CHL - ATLAS-04, ATLAS-HKO - ATLAS-02, Other - Other","","1","1","","17.488","orange-ATLAS","2022-06-24 14:06:06.912","ATLAS_Bot1","","2022TNSTR1764....1T","",""
"111159","AT 2022nnc","21:02:26.146","+18:51:04.13","","","","","ATLAS","ATLAS","","ATLAS","ATLAS22rrn","ATLAS-HKO - ATLAS-02","","1","1","","17.48","cyan-ATLAS","2022-06-24 11:55:27.840","ATLAS_Bot1","","2022TNSTR1764....1T","",""
"111157","AT 2022nna","18:09:53.686","+30:43:37.22","","","","","ATLAS","ATLAS","","ATLAS","ATLAS22rrl","ATLAS-HKO - ATLAS-02","","1","1","","19.401","cyan-ATLAS","2022-06-24 10:36:01.152","ATLAS_Bot1","","2022TNSTR1764....1T","",""
"111156","AT 2022nmz","23:41:23.937","+37:14:00.13","","","","","ANTARES","ZTF","","ANTARES","ZTF22aanvspl","P48 - ZTF-Cam","","1","1","","19.1523","r-ZTF","2022-06-25 10:46:37.056","ANTARES_bot","","2022TNSTR1763....1A","",""
"111155","AT 2022nmy","20:37:24.613","+10:16:19.94","","","","","ANTARES","ZTF","","ANTARES","ZTF22aaoqvpy","P48 - ZTF-Cam","","1","1","","20.5886","g-ZTF","2022-06-25 09:53:22.848","ANTARES_bot","","2022TNSTR1763....1A","",""
"111154","AT 2022nmx","20:37:21.190","+22:30:46.02","","","","","ANTARES","ZTF","","ANTARES","ZTF22aanumqi","P48 - ZTF-Cam","","1","1","","20.2132","r-ZTF","2022-06-25 08:40:12.000","ANTARES_bot","","2022TNSTR1763....1A","",""
"111153","AT 2022nmw","21:04:23.665","+16:53:42.64","","","","","ANTARES, Fink, Pan-STARRS","ZTF, Pan-STARRS","","ANTARES; Fink; Pan-STARRS","ZTF22aanvosm","P48 - ZTF-Cam, PS2 - GPC2","","1","1","","19.9931","g-ZTF","2022-06-25 09:51:21.024","ANTARES_bot","","2022TNSTR1763....1A","",""
"111152","AT 2022nmv","20:43:18.336","+70:34:35.15","","","","","ANTARES","ZTF","","ANTARES","ZTF22aaolkdf","P48 - ZTF-Cam","","1","1","","20.2273","g-ZTF","2022-06-25 09:36:07.776","ANTARES_bot","","2022TNSTR1763....1A","",""
"111151","AT 2022nmu","20:24:01.707","+05:14:14.82","","","","","ANTARES, Pan-STARRS","ZTF, Pan-STARRS","","ANTARES; Pan-STARRS","ZTF22aaorhsb","P48 - ZTF-Cam, PS2 - GPC2","","1","1","","19.8095","g-ZTF","2022-06-25 09:57:28.224","ANTARES_bot","","2022TNSTR1763....1A","",""
"111150","AT 2022nmt","18:32:02.397","+37:42:43.58","","","","","ANTARES","ZTF","","ANTARES","ZTF22aaoqjnr","P48 - ZTF-Cam","","1","1","","20.5194","r-ZTF","2022-06-25 07:40:04.800","ANTARES_bot","","2022TNSTR1763....1A","",""
"111149","AT 2022nms","13:54:12.220","+10:35:15.73","","","","","ANTARES","ZTF","","ANTARES","ZTF22aaogpsp","P48 - ZTF-Cam","","1","1","","20.3265","r-ZTF","2022-06-25 05:49:07.680","ANTARES_bot","","2022TNSTR1763....1A","",""
"111148","AT 2022nmr","13:47:31.818","-11:45:51.92","","","","1.76","","","","","","HST - WFC3","","1","1","","25.8","Other-","2022-05-30 08:11:13.000","Kelly","","2022TNSTR1767....1K","",""
"111146","AT 2022nmp","21:40:54.739","+26:08:35.56","","","","","ATLAS","ATLAS","","ATLAS","ATLAS22rob","ATLAS-HKO - ATLAS-02","","1","1","","19.272","orange-ATLAS","2022-06-24 12:54:48.384","ATLAS_Bot1","","2022TNSTR1764....1T","",""
"111145","AT 2022nmo","12:07:24.070","-47:34:53.98","","","","","GaiaAlerts","GaiaAlerts","","GaiaAlerts","Gaia22cqo","Gaia - Gaia-photometric","","1","1","","17.12","G-Gaia","2022-06-23 05:34:04.800","Gaia_Bot1","","2022TNSTR1765....1H","",""
"111144","AT 2022nmn","16:24:17.450","-72:31:16.03","","","","","GaiaAlerts","GaiaAlerts","","GaiaAlerts","Gaia22cqn","Gaia - Gaia-photometric","","1","1","","15.37","G-Gaia","2022-06-23 04:59:31.200","Gaia_Bot1","","2022TNSTR1765....1H","",""
"111143","AT 2022nmm","13:20:55.130","-62:57:31.36","","","","","GaiaAlerts","GaiaAlerts","","GaiaAlerts","Gaia22cqm","Gaia - Gaia-photometric","","1","1","","15.95","G-Gaia","2022-06-23 11:18:14.400","Gaia_Bot1","","2022TNSTR1765....1H","",""
"111142","AT 2022nml","12:15:17.860","-54:31:14.70","","","","","GaiaAlerts","GaiaAlerts","","GaiaAlerts","Gaia22cqk","Gaia - Gaia-photometric","","1","1","","17.71","G-Gaia","2022-06-22 17:28:19.200","Gaia_Bot1","","2022TNSTR1765....1H","",""
"111141","AT 2022nmk","10:34:42.440","+06:47:19.72","","","","","GaiaAlerts","GaiaAlerts","","GaiaAlerts","Gaia22cqj","Gaia - Gaia-photometric","","1","1","","18.39","G-Gaia","2022-06-23 00:25:55.200","Gaia_Bot1","","2022TNSTR1765....1H","",""
"111140","AT 2022nmj","11:03:08.830","-13:25:48.22","","","","","GaiaAlerts","GaiaAlerts","","GaiaAlerts","Gaia22cqi","Gaia - Gaia-photometric","","1","1","","18.72","G-Gaia","2022-06-23 06:07:12.000","Gaia_Bot1","","2022TNSTR1765....1H","",""
"111139","AT 2022nmi","09:15:04.690","+51:30:41.54","","","","","GaiaAlerts","GaiaAlerts","","GaiaAlerts","Gaia22cqh","Gaia - Gaia-photometric","","1","1","","17.98","G-Gaia","2022-06-22 19:12:00.000","Gaia_Bot1","","2022TNSTR1765....1H","",""
"111138","AT 2022nmh","18:52:26.426","-54:25:58.46","","","","","MASTER, ATLAS","MASTER, ATLAS","","ATLAS; MASTER","MASTER OT J185226.40-542557.9","ATLAS-CHL - ATLAS-04, Other - Other","","1","1","","14.8","Clear-","2022-06-25 03:57:30.816","MASTER","","2022TNSTR1766....1Z","",""
"111136","AT 2022nmf","20:38:56.301","-00:39:16.59","","","","","Pan-STARRS","Pan-STARRS","","Pan-STARRS","PS22fqf","PS2 - GPC2","","1","1","","20.92","w-P1","2022-06-24 12:04:24.384","PS2_Bot1","","2022TNSTR1754....1C","",""
"111135","AT 2022nme","22:55:36.304","-02:53:25.77","","","","","Pan-STARRS","Pan-STARRS","","Pan-STARRS","PS22fqe","PS2 - GPC2","","1","1","","20.62","w-P1","2022-06-23 13:04:47.136","PS2_Bot1","","2022TNSTR1754....1C","",""
"111134","AT 2022nmd","16:35:11.565","+32:18:54.25","","","","","Pan-STARRS","Pan-STARRS","","Pan-STARRS","PS22fqd","PS2 - GPC2","","1","1","","21.01","w-P1","2022-06-24 09:48:11.808","PS2_Bot1","","2022TNSTR1754....1C","",""
"111133","AT 2022nmc","16:57:39.894","+28:49:39.95","","","","","Pan-STARRS","Pan-STARRS","","Pan-STARRS","PS22fqc","PS2 - GPC2","","1","1","","20.68","w-P1","2022-06-24 09:46:22.944","PS2_Bot1","","2022TNSTR1754....1C","",""
"111132","AT 2022nmb","16:37:48.294","+30:37:52.71","","","","","Pan-STARRS","Pan-STARRS","","Pan-STARRS","PS22fqa","PS2 - GPC2","","1","1","","20.83","w-P1","2022-06-24 09:48:11.808","PS2_Bot1","","2022TNSTR1754....1C","",""
"111131","AT 2022nma","17:01:51.827","+33:05:25.17","","","","","Pan-STARRS","Pan-STARRS","","Pan-STARRS","PS22fpz","PS2 - GPC2","","1","1","","21.06","w-P1","2022-06-24 09:50:02.400","PS2_Bot1","","2022TNSTR1754....1C","",""
"111130","AT 2022nlz","20:22:23.389","-07:55:15.09","","","","","Pan-STARRS","Pan-STARRS","","Pan-STARRS","PS22fpy","PS2 - GPC2","","1","1","","20.54","w-P1","2022-06-24 11:58:54.336","PS2_Bot1","","2022TNSTR1754....1C","",""
"111129","AT 2022nly","21:59:03.237","-11:41:44.20","","","","","Pan-STARRS","Pan-STARRS","","Pan-STARRS","PS22fpu","PS2 - GPC2","","1","1","","20.4","w-P1","2022-06-24 13:28:03.360","PS2_Bot1","","2022TNSTR1754....1C","",""
"111128","AT 2022nlx","21:58:00.957","-09:53:19.10","","","","","Pan-STARRS","Pan-STARRS","","Pan-STARRS","PS22fpt","PS2 - GPC2","","1","1","","20.19","w-P1","2022-06-24 13:28:03.360","PS2_Bot1","","2022TNSTR1754....1C","",""
"111127","AT 2022nlw","22:03:11.855","-09:51:47.49","","","","","Pan-STARRS","Pan-STARRS","","Pan-STARRS","PS22fps","PS2 - GPC2","","1","1","","20.61","w-P1","2022-06-24 13:28:03.360","PS2_Bot1","","2022TNSTR1754....1C","",""
"111126","AT 2022nlv","21:35:42.707","-09:56:27.60","","","","","Pan-STARRS","Pan-STARRS","","Pan-STARRS","PS22fpr","PS2 - GPC2","","1","1","","21.09","w-P1","2022-06-24 13:22:36.768","PS2_Bot1","","2022TNSTR1754....1C","",""
"111125","AT 2022nlu","22:01:11.680","-21:25:07.14","","","","","GaiaAlerts","GaiaAlerts","","GaiaAlerts","Gaia22cqf","Gaia - Gaia-photometric","","1","1","","17.6","G-Gaia","2022-06-21 21:50:24.000","Gaia_Bot1","","2022TNSTR1753....1H","",""
"111124","AT 2022nlt","12:20:19.820","-58:18:09.40","","","","","GaiaAlerts","GaiaAlerts","","GaiaAlerts","Gaia22cqc","Gaia - Gaia-photometric","","1","1","","18.57","G-Gaia","2022-06-22 05:24:00.000","Gaia_Bot1","","2022TNSTR1753....1H","",""
"111123","AT 2022nls","09:59:05.550","+24:06:14.40","","","","","GaiaAlerts","GaiaAlerts","","GaiaAlerts","Gaia22cqb","Gaia - Gaia-photometric","","1","1","","17.93","G-Gaia","2022-06-22 00:43:12.000","Gaia_Bot1","","2022TNSTR1753....1H","",""
"111122","AT 2022nlr","21:30:32.950","-44:06:25.88","","","","","GaiaAlerts","GaiaAlerts","","GaiaAlerts","Gaia22cqa","Gaia - Gaia-photometric","","1","1","","19.01","G-Gaia","2022-06-22 10:14:52.800","Gaia_Bot1","","2022TNSTR1753....1H","",""
"111121","AT 2022nlq","15:28:55.564","+07:01:11.45","","","","","Pan-STARRS","Pan-STARRS","","Pan-STARRS","PS22fpo","PS2 - GPC2","","1","1","","21.02","w-P1","2022-06-24 07:56:35.808","PS2_Bot1","","2022TNSTR1754....1C","",""
"111120","AT 2022nlp","16:19:42.159","-20:35:08.98","","","","","Pan-STARRS","Pan-STARRS","","Pan-STARRS","PS22fpn","PS2 - GPC2","","1","1","","20.32","w-P1","2022-06-24 08:39:36.576","PS2_Bot1","","2022TNSTR1754....1C","",""
"111119","AT 2022nlo","14:48:09.650","+52:49:56.37","","","","","ANTARES","ZTF","","ANTARES","ZTF22aamfrua","P48 - ZTF-Cam","","1","1","","20.4395","g-ZTF","2022-06-24 05:54:55.872","ANTARES_bot","","2022TNSTR1751....1A","",""
"111118","AT 2022nln","12:28:16.206","+07:33:47.00","","","","","YSE","Pan-STARRS","","Pan-STARRS; YSE","PS22fpk","PS2 - GPC2","","1","1","","20.83","r-P1","2022-06-19 06:38:08.736","YSE_Bot1","","2022TNSTR1755....1J","",""
"111117","AT 2022nlm","12:56:36.095","-04:15:38.94","","","","","YSE","Pan-STARRS","","Pan-STARRS; YSE","PS22fpj","PS2 - GPC2","","1","1","","20.95","r-P1","2022-06-05 06:25:12.000","YSE_Bot1","","2022TNSTR1755....1J","",""
"111115","AT 2022nlk","15:48:54.231","-03:43:51.34","","","","","Pan-STARRS","Pan-STARRS","","Pan-STARRS","PS22fph","PS2 - GPC2","","1","1","","19.89","w-P1","2022-06-23 07:46:13.728","PS2_Bot1","","2022TNSTR1754....1C","",""
"111114","AT 2022nlj","15:06:09.802","-04:49:25.01","","","","","Pan-STARRS","Pan-STARRS","","Pan-STARRS","PS22fpg","PS2 - GPC2","","1","1","","20.45","w-P1","2022-05-28 09:04:48.576","PS2_Bot1","","2022TNSTR1754....1C","",""
"111113","AT 2022nli","15:36:56.677","-06:01:21.50","","","","","Pan-STARRS","Pan-STARRS","","Pan-STARRS","PS22fpf","PS2 - GPC2","","1","1","","20.97","w-P1","2022-06-23 07:43:28.704","PS2_Bot1","","2022TNSTR1754....1C","",""
"111112","AT 2022nlh","17:24:52.708","+21:49:46.67","","","","","ATLAS","ATLAS","","ATLAS","ATLAS22rmg","ATLAS-HKO - ATLAS-02, ATLAS-MLO - ATLAS-01","","1","1","","18.945","orange-ATLAS","2022-06-19 10:45:23.616","ATLAS_Bot1","","2022TNSTR1752....1T","",""
"111111","AT 2022nlg","22:56:01.153","-05:22:39.10","","","","","Pan-STARRS","Pan-STARRS","","Pan-STARRS","PS22fpc","PS2 - GPC2","","1","1","","21.2","w-P1","2022-06-23 13:05:40.704","PS2_Bot1","","2022TNSTR1754....1C","",""
"111110","AT 2022nlf","12:33:45.614","+19:18:12.41","","","","","ATLAS, ALeRCE","ATLAS, ZTF","","ALeRCE; ATLAS","ATLAS22rme","ATLAS-HKO - ATLAS-02, P48 - ZTF-Cam","","1","1","","19.228","cyan-ATLAS","2022-06-24 07:23:38.112","ATLAS_Bot1","","2022TNSTR1752....1T","",""
"111109","AT 2022nle","12:14:37.232","+30:13:51.07","","","","","ATLAS","ATLAS","","ATLAS","ATLAS22rmd","ATLAS-HKO - ATLAS-02","","1","1","","19.413","cyan-ATLAS","2022-06-24 07:22:18.624","ATLAS_Bot1","","2022TNSTR1752....1T","",""
"111108","AT 2022nld","13:32:48.678","-21:40:50.50","","","","","ANTARES","ZTF","","ANTARES","ZTF22aancxpn","P48 - ZTF-Cam","","1","1","","19.1369","g-ZTF","2022-06-23 05:34:10.848","ANTARES_bot","","2022TNSTR1751....1A","",""
"111107","AT 2022nlc","13:16:07.769","+44:52:33.13","","","","","ANTARES","ZTF","","ANTARES","ZTF22aalzzhy","P48 - ZTF-Cam","","1","1","","18.9469","g-ZTF","2022-06-23 05:49:12.000","ANTARES_bot","","2022TNSTR1751....1A","",""
"111106","AT 2022nlb","18:22:22.705","+52:12:45.08","","","","","ANTARES, Fink","ZTF","","ANTARES; Fink","ZTF22aankoci","P48 - ZTF-Cam","","1","1","","19.8619","r-ZTF","2022-06-23 08:22:43.104","ANTARES_bot","","2022TNSTR1751....1A","",""
"111104","AT 2022nkz","15:08:50.693","+21:03:17.68","","","","","ANTARES","ZTF","","ANTARES","ZTF22aaohkcq","P48 - ZTF-Cam","","1","1","","20.12","g-ZTF","2022-06-23 06:42:40.896","ANTARES_bot","","2022TNSTR1751....1A","",""
"111103","AT 2022nky","17:23:48.964","-08:33:32.74","","","","","ANTARES","ZTF","","ANTARES","ZTF22aamowdd","P48 - ZTF-Cam","","1","1","","20.1715","r-ZTF","2022-06-23 07:33:38.592","ANTARES_bot","","2022TNSTR1751....1A","",""
"111102","AT 2022nkx","16:25:14.299","-02:51:19.94","","","","","ANTARES","ZTF","","ANTARES","ZTF22aaoiute","P48 - ZTF-Cam","","1","1","","19.6819","r-ZTF","2022-06-23 07:58:26.400","ANTARES_bot","","2022TNSTR1751....1A","",""
"111101","AT 2022nkw","17:44:34.066","+08:19:32.60","","","","","ANTARES","ZTF","","ANTARES","ZTF22aaojaak","P48 - ZTF-Cam","","1","1","","20.1987","r-ZTF","2022-06-23 08:13:41.376","ANTARES_bot","","2022TNSTR1751....1A","",""
